title,description,department
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-17),"Sports Complex Section 1: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-17),"Sports Complex Section 1: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-18),Sports Complex Section 2: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-18),Sports Complex Section 2: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-18),Sports Complex Section 2: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-18),Sports Complex Section 2: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-18),Sports Complex Section 2: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-18),Sports Complex Section 2: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-18),Sports Complex Section 2: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-18),Sports Complex Section 2: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-18),Sports Complex Section 2: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-18),Sports Complex Section 2: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
Unfair team selection trial (Zone-18),Sports Complex Section 2: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-18),Sports Complex Section 2: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-18),Sports Complex Section 2: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-18),Sports Complex Section 2: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-18),Sports Complex Section 2: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-18),Sports Complex Section 2: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-18),Sports Complex Section 2: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-18),Sports Complex Section 2: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-18),"Sports Complex Section 2: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-18),"Sports Complex Section 2: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-18),"Sports Complex Section 2: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-18),"Sports Complex Section 2: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-18),"Sports Complex Section 2: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-19),Sports Complex Section 3: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-19),Sports Complex Section 3: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-19),Sports Complex Section 3: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-19),Sports Complex Section 3: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-19),Sports Complex Section 3: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-19),Sports Complex Section 3: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-19),Sports Complex Section 3: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-19),Sports Complex Section 3: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-19),Sports Complex Section 3: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-19),Sports Complex Section 3: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
